02-28-17-11-06-26	SessionID	151	210.3214	-160	818.25
02-28-17-11-06-26	SessionUser	Pilot1-1	210.3214	-160	818.25
02-28-17-11-06-26	SessionVersion	Alpha	210.3214	-160	818.25
02-28-17-11-06-26	Calibration	1600x900	210.3214	-160	818.25
02-28-17-11-06-26	MouseMoveD	833.7464	210.4389	-160	818.25
02-28-17-11-06-26	MouseMoveV	0	210.4389	-160	818.25
02-28-17-11-06-26	MouseMoveD	117.1481	210.6713	-35.89844	830.0898
02-28-17-11-06-31	MouseMoveD	166.8686	211.3282	239.3477	790.9297
02-28-17-11-06-31	MouseMoveV	0.1678903	211.3282	239.3477	790.9297
02-28-17-11-06-31	MouseMoveS	0	211.4414	239.3477	790.9297
02-28-17-11-06-32	MouseDown	0	212.4377	245.5742	789.1914
02-28-17-11-06-32	TriggerLoadLevel	level01	212.5087	245.5742	789.1914
02-28-17-11-06-32	MouseUp	0	212.5087	245.5742	789.1914
02-28-17-11-06-32	MouseMoveS	0	212.5087	245.5742	789.1914
02-28-17-11-06-33	MouseMoveV	-0.3210803	213.608	242.7852	780.9648
02-28-17-11-06-33	MouseMoveS	0	213.8413	238.6094	757.9805
02-28-17-11-06-34	MouseMoveV	-0.178753	214.5254	239.3047	757.9805
02-28-17-11-06-34	MouseMoveS	0	214.6414	239.3047	757.9805
02-28-17-11-06-34	MouseMoveV	0	214.8585	239.3047	756.9375
02-28-17-11-06-34	MouseMoveS	0	214.9585	239.3047	756.9375
02-28-17-11-06-35	MouseMoveV	-0.9448559	215.2914	243.0469	767.7344
02-28-17-11-06-35	MouseMoveS	0	215.3917	243.0469	767.7344
02-28-17-11-06-36	MouseMoveV	0.0232071	216.3755	264.1992	767.4297
02-28-17-11-06-36	MouseMoveV	0	216.4916	266.1992	767.4297
02-28-17-11-06-36	MouseMoveS	0	216.7088	271.4219	766.3828
02-28-17-11-06-36	MouseMoveV	-0.980496	216.8124	269.4219	766.3828
02-28-17-11-06-36	MouseMoveS	0	216.9254	269.4219	766.3828
02-28-17-11-06-37	MouseMoveV	-0.3118392	217.4588	270.4219	769.4297
02-28-17-11-06-37	MouseMoveS	0	217.5928	270.4219	769.4297
02-28-17-11-06-37	MouseMoveS	0	217.8253	271.4219	769.4297
02-28-17-11-06-38	MouseMoveV	-1	218.5079	267.3789	769.4297
02-28-17-11-06-38	MouseMoveS	0	218.7245	266.3789	769.4297
02-28-17-11-06-38	MouseMoveV	-0.7071068	218.9414	267.3789	768.4297
02-28-17-11-06-39	MouseMoveS	0	219.0415	267.3789	768.4297
02-28-17-11-06-39	MouseMoveS	0	219.9413	265.332	762.6875
02-28-17-11-06-40	MouseMoveS	0	220.2579	265.332	761.9922
02-28-17-11-06-40	MouseMoveS	0	220.7745	297.5859	754.6797
02-28-17-11-06-41	MouseMoveV	-0.4504419	221.108	292.4531	748.5898
02-28-17-11-06-41	MouseMoveV	-0.3288986	221.2088	327.9766	735.0078
02-28-17-11-06-41	MouseMoveD	100.2702	221.5255	462.0078	698.0898
02-28-17-11-06-41	MouseMoveD	115.4649	221.6412	576.9336	686.9453
02-28-17-11-06-41	OnMouseComponent	delivery/3001	221.6412	576.9336	686.9453
02-28-17-11-06-41	OutMouseComponent	delivery/3001	221.7961	651.1133	696.6992
02-28-17-11-06-42	MouseMoveS	0	222.6245	743.2656	704.707
02-28-17-11-06-44	MouseMoveD	139.2645	224.0308	938.1445	517.7852
02-28-17-11-06-44	MouseMoveS	0	224.1412	938.1445	517.7852
02-28-17-11-06-44	MouseMoveV	0.3012053	224.9245	943.7188	516.7383
02-28-17-11-06-45	MouseMoveV	-0.7692927	225.0248	934.4023	511.5586
02-28-17-11-06-45	MouseMoveD	167.7903	225.1413	800.6719	410.2188
